ID;Movimiento;Tipo;DMG;PP;Tiempo;Atributo;Habilidad;Acc;Efecto;Efecto RPG;CD;Base;Blanco;Prioridad;Distancia;Categoria;Nivel;Moves
M0304;Anticipo;Lucha;-;4 PP;Reaccion;Destreza;Atletismo;0;Evita todo da¤o directo y efectos de movimientos del rival de alta prioridad tanto al usuario como a sus compa¤eros. Su precision se reduce con cada uso consecutivo.;Evita todo Dmg directo y efectos de movimientos del rival con prioridad positiva tanto al usuario como a sus aliados.;;Otros;Equipo;5;Area (10ft);Escudo;02 Amateur [A];Quick Guard
M0305;Asalto Estelar;Lucha;DB + 3d4;1 cada 3 Rondas;;Fuerza;Combate;+1;Impide al usuario usar un movimiento o ser intercambiado en el siguiente turno.;;;Fisico;Elegido;0;Rango;Letal;Ace;Meteor Assault
M0306;Bastion Final;Lucha;-;1 cada 3 Rondas;;Sabiduria;Naturaleza;-;Aumenta un nivel el Ataque, la Defensa, la Velocidad, el Ataque Especial y la Defensa Especial al usuario. El usuario no puede ser intercambiado ni huir del combate.;;;Otros;Usuario;0;-;-;Amateur;No Retreat
M0307;Contraataque;Lucha;-;1/Ronda;;Sabiduria;Aguante;+1;Si el usuario es golpeado por un ataque fisico el mismo turno en que usa este movimiento, le devolvera al atacante el doble del daño recibido.;;;Fisico;Elegido;0;Contacto;-;Amateur;Counter
M0308;Corpulencia;Lucha;-;1/Ronda;;Vitalidad;Aguante;-;Aumenta un nivel el Ataque y la Defensa al usuario.;;;Otros;Usuario;0;-;-;Begginer;Bulk Up
M0309;Danza Triunfal;Lucha;-;1 cada 2 Rondas;;Carisma;Artes;-;Aumenta un nivel el Ataque, la Defensa y la Velocidad al usuario.;;;Otros;Usuario;0;-;Danza;Ace;Victory Dance
M0310;Demolicion;Lucha;DB + 1d8;1 cada 2 Rondas;;Destreza;Combate;+1;Destruye Pantalla de Luz, Reflejo y Velo Aurora, incluso si falla.;;;Fisico;Elegido;0;Contacto;-;Amateur;Brick Break
M0311;Desquite;Lucha;DB + 1d6 + 1;1 cada 2 Rondas;;Destreza;Combate;+1;El poder base se duplica si el usuario es golpeado antes de usar este movimiento en el mismo turno.;;;Fisico;Elegido;-3;Contacto;-;Begginer;Revenge
M0312;Deteccion;Lucha;-;4 PP;Reaccion;Sabiduria;Percepcion;0;Evita todo da¤o directo y efectos de movimientos del rival. Su precision se reduce con cada uso consecutivo.;Evita todo Dmg directo y efectos de movimientos del rival.;;Otros;Usuario;4;Propio;Escudo;02 Amateur [A];Detect
M0313;Doble Patada;Lucha;DB + 1d4;1 Ronda;1 Accion;Destreza;Combatir;-1;Golpea 2 veces seguidas.;Puede usarse hasta 2 veces por Ronda;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Double Kick
M0314;Empujon;Lucha;DB;1 Ronda;1 Accion;Destreza;Combatir;0;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Arm Thrust
M0315;Escudo Tatami;Lucha;-;4 PP;Reaccion;Destreza;Atletismo;0;Evita todo da¤o directo y efectos de movimientos del rival para el y sus aliados. No evita movimientos de estado. Solo puede ser utilizado el primer turno del usuario tras ser intercambiado.;Evita todo Dmg directo y efectos de movimientos del rival tanto al usuario como a sus aliados.;;Otros;Equipo;4;Area (10ft);Escudo;03 Elite [E];Mat Block
M0316;Esfera Aural;Lucha;DB + 1d8;1/Ronda;;Destreza;Lanzar;-;Siempre golpea.;;;Especial;Elegido;0;Rango;"Proyectil; Pulso";Ace;Aura Sphere
M0317;Espabila;Lucha;DB + 1d8;1 cada 2 Rondas;;Destreza;Combate;+1;El poder base se duplica si golpea a un Pokemon dormido, curandole el sueño.;;;Fisico;Elegido;0;Contacto;-;Amateur;Wake-Up Slap
M0318;Espada Santa;Lucha;DB + 2d4;1 Ronda;2 Acciones;Destreza;Combatir;1;Ignora los modificadores de stats del Pokemon objetivo.;Ignora los aumentos de VIT o Evasion de stats del Blanco.;;Fisico;Elegido;0;Contacto (5ft);Corte;03 Elite [E];Sacred Sword
M0319;Fuerza Bruta;Lucha;DB + 2d6;1 cada 3 Rondas;;Fuerza;Combate;+1;Baja un nivel el Ataque y la Defensa al usuario.;;;Fisico;Elegido;0;Contacto;Letal;Ace;Superpower
M0320;Gancho Alto;Lucha;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;-1;Golpea a Pokemon en mitad de un Vuelo, Bote o Caida Libre.;;;Fisico;Elegido;0;Contacto;-;Ace;Sky Uppercut
M0321;Golpe Karate;Lucha;DB + 1d6;1 PP;2 Acciones;Destreza;Combatir;1;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Elegido;0;Contacto (5ft);Preciso;01 Beginner [B];Karate Chop
M0322;Golpe Roca;Lucha;DB + 1d4 + 1;1 Ronda;2 Acciones;Destreza;Combatir;1;50% de reducir un nivel la Defensa al rival.;"CD 10 de Reducir -1 VIT
/r [[1d20]]";CD 10;Fisico;Elegido;0;Contacto (5ft);-;00 Starter [S];Rock Smash
M0323;Inversion;Lucha;Xd4;1 Ronda;3 Acciones;Vitalidad;Combatir;1;El poder base de este movimiento es mayor cuanto menor el PS restante del usuario.;El Dmg de este movimiento aumenta 1d4 por cada punto de PS perdido del Usuario  (Max 5d4);;Fisico;Elegido;0;Contacto (5ft);Creciente;02 Amateur [A];Reversal
M0324;Llave Corse;Lucha;DB + 1d6;2 Rondas;2 Acciones;Destreza;Combatir;1;Siempre provoca un Golpe Critico salvo que una habilidad o efecto lo impida.;Siempre realiza Dmg Critico;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Storm Throw
M0325;Llave Giro;Lucha;DB + 1d6 + 1;1 PP;2 Acciones;Destreza;Atletismo;-1;Provoca el intercambio del Pokemon objetivo por el siguiente de su equipo en orden. Termina las batallas contra Pokemon salvajes.;Cualquier objetivo en rango es empujado 40 pies, y se reduce 5 pies por VIT del objetivo.;;Fisico;Area;-3;Cono (15 ft);-;01 Beginner [B];Circle Throw
M0326;Llave Vital;Lucha;DB + 1d8;1 Ronda;2 Acciones;Destreza;Combatir;5;Siempre golpea. Golpea ultimo.;-;;Fisico;Elegido;-1;Contacto (5ft);-;02 Amateur [A];Vital Throw
M0327;Machada;Lucha;DB + 1d6 + 2;1 cada 2 Rondas;;Destreza;Combate;-1;Baja un nivel la Velocidad al usuario.;;;Fisico;Elegido;0;Contacto;-;Ace;Hammer Arm
M0328;Motivacion;Lucha;-;1 cada 2 Rondas;;Carisma;Empatia;-;Aumenta un nivel el Ataque y la Defensa a sus aliados.;;;Otros;Aliado;0;-;-;Begginer;Coaching
M0329;Nitrochoque;Lucha;DB + 1d6 + 2;1 cada 3 Rondas;;Destreza;Combate;+1;Causa un 30% mas de daño si es muy eficaz contra el objetivo.;;;Fisico;Elegido;0;Contacto;-;Pro;Collision Course
M0330;Octopresa;Lucha;-;1 Ronda;2 Acciones;Fuerza;Atletismo;1;Impide al rival ser intercambiado. Baja un nivel la Defensa y la Defensa Especial al rival cada turno.;Bloquea al Blanco. Al final de la Ronda Reduce -1 VIT y SAB. ;;Otros;Elegido;0;Contacto (5ft);Prision;02 Amateur [A];Octolock
M0331;Onda Certera;Lucha;DB + 2d6;2 Rondas;2 Acciones;Energia;Lanzar;-2;10% de reducir un nivel la Defensa Especial al rival.;"CD 18 de Reducir -1 SAB
/r [[1d20]]";CD 18;Especial;Elegido;-1;Larga (40 ft);Proyectil;04 Master [M];Focus Blast
M0332;Onda Vacio;Lucha;DB + 1d4 + 1;1 PP;Reaccion;Destreza;Lanzar;1;Golpea primero.;Sin Efecto;;Especial;Elegido;2;Lanzar (25 ft);-;01 Begginer [B];Vacuum Wave
M0333;Palma Rauda;Lucha;DB + 1d6 + 1;1 cada 2 Rondas;;Destreza;Combate;+1;Golpea primero, pero falla si el rival no va a usar un movimiento de alta prioridad. Falla tambien si el rival golpea antes.;;;Fisico;Elegido;3;Contacto;-;Amateur;Upper Hand
M0334;Palmeo;Lucha;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;1;30% de paralizar al rival.;"CD 14 de Paralizar al rival
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Paralisis;01 Beginner [B];Force Palm
M0335;Pat. Salto Alta;Lucha;DB + 2d6;1 cada 2 Rondas;;Destreza;Acrobacia;-1;Si el ataque falla, el usuario recibe un daño equivalente al 50% de su PS maximo.;;;Fisico;Elegido;0;Contacto;-;Ace;High Jump Kick
M0336;Patada Baja;Lucha;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;1;Este movimiento tiene un poder base variable entre 20 y 120, en funcion del peso del Pokemon rival.;El Dmg de este movimiento aumenta 1d4 por cada punto de VIT adicional del Blanco contra la VIT del Usuario  (Max 5d4);;Fisico;Elegido;0;Contacto (5ft);Creciente;02 Amateur [A];Low Kick
M0337;Patada Giro;Lucha;DB + 1d6 + 1;1 Ronda;2 Acciones;Destreza;Combatir;-2;30% de hacer retroceder al rival.;"CD 14 de causar Retroceso.
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);Retroceso;01 Beginner [B];Rolling Kick
M0338;Patada Hacha;Lucha;DB + 2d6;1 Ronda;2 Acciones;Destreza;Combatir;-1;30% de confundir al rival. Si el ataque falla, el usuario recibe un da¤o equivalente al 50% de su PS maximo.;"CD 14 de confundir al rival. Si falla, el usuario perde HP igual al DB
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Axe Kick
M0339;Patada Relampago;Lucha;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;+1;Baja un nivel la Defensa al rival.;;;Fisico;Elegido;0;Contacto;Letal;Pro;Thunderous Kick
M0340;Patada Salto;Lucha;DB + 1d6 + 2;1 cada 2 Rondas;;Destreza;Acrobacia;;Si el ataque falla, el usuario recibe un daño equivalente al 50% de su PS maximo.;;;Fisico;Elegido;0;Contacto;-;Amateur;Jump Kick
M0341;Plancha Corporal;Lucha;DB + 1d8;1 cada 2 Rondas;;Vitalidad;Combate;+1;Causa daño en base a la Defensa del usuario y la Defensa del Pokemon objetivo.;;;Fisico;Elegido;0;Contacto;-;Ace;Body Press
M0342;Plancha Voladora;Lucha;DB + 1d6 + 2;1 cada 2 Rondas;;Destreza;Combate;;Este ataque cuenta con las efectividades combinadas de los tipos Lucha y Volador.;;;Fisico;Elegido;0;Contacto;-;Amateur;Flying Press
M0343;Pugnachoque;Lucha;DB + 1d6 + 2;1 Ronda;2 Acciones;Destreza;Combatir;1;30% de paralizar al rival. Solo lo puede usar el Autostar Caph.;"CD 14 de Paralizar al rival
/r [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);"Star; Paralisis";03 Elite [E];Combat Torque
M0344;Puntapie;Lucha;DB + 1d6 + 1;1/Ronda;;Destreza;Combate;+1;Baja un nivel la Velocidad al rival.;;;Fisico;Elegido;0;Contacto;-;Begginer;Low Sweep
M0345;Puño Certero;Lucha;DB + 3d4;1/Ronda;;Fuerza;Combate;+1;Ataca ultimo si no es golpeado.;;;Fisico;Elegido;0;Contacto;"¤; Puño";Ace;Focus Punch
M0346;Puño Dinamico;Lucha;DB + 1d6 + 2;2 Rondas;2 Acciones;Destreza;Combatir;-5;100% de confundir al rival.;Confunde al rival;;Fisico;Elegido;0;Contacto (5ft);"¤; Puño";03 Elite [E];Dynamic Punch
M0347;Puño Drenaje;Lucha;DB + 1d8;1 Ronda;2 Acciones;Destreza;Empatia;1;El usuario recupera PS equivalente a la mitad del da¤o causado.;El usuario recupera PS equivalente a la mitad del Dmg causado.;;Fisico;Elegido;0;Contacto (5ft);"¤; Puño; Drenaje";03 Elite [E];Drain Punch
M0348;Puño Incremento;Lucha;DB + 1d4 + 1;1/Ronda;;Destreza;Combate;+1;Aumenta un nivel el Ataque al usuario cada vez que golpea a un Pokemon rival.;;;Fisico;Elegido;0;Contacto;"¤; Puño";Begginer;Power-Up Punch
M0349;Sable Mistico;Lucha;DB + 2d4;1 cada 2 Rondas;;Destreza;Combate;+1;Causa daño en base al Ataque Especial del usuario y la Defensa del Pokemon objetivo.;;;Especial;Elegido;0;Contacto;Corte;Pro;Secret Sword
M0350;Sacrificio;Lucha;DB + 3d6;1 cada 3 Rondas;;Vitalidad;Aguante;+1;El usuario cae debilitado. Provoca daño al Pokemon objetivo equivalente al PS restante del usuario.;;;Especial;Elegido;0;Rango;-;Ace;Final Gambit
M0351;Sismico;Lucha;1 por Accion;1 PP;1-3 Acciones;Fuerza;Atletismo;1;Causa un da¤o equivalente al nivel del usuario.;El movimiento hiere directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;;Fisico;Elegido;0;Contacto (5ft);-;01 Beginner [B];Seismic Toss
M0352;Sumision;Lucha;DB + 1d8;1 PP;2 Acciones;Destreza;Combatir;-2;Provoca un da¤o de retroceso del 25% del da¤o provocado al Pokemon rival.; El Usuario pierde HP equivalente al DB;;Fisico;Elegido;0;Contacto (5ft);Recoil;01 Beginner [B];Submission
M0353;Tajo Cruzado;Lucha;DB + 1d6 + 2;2 Rondas;2 Acciones;Destreza;Combatir;-2;Alta probabilidad de Golpe Critico.;Reduce valor critico en 1;;Fisico;Elegido;0;Contacto (5ft);Preciso;02 Amateur [A];Cross Chop
M0354;Triple Flecha;Lucha;DB + 2d4;1 Ronda;2 Acciones;Destreza;Lanzar;1;30% de hacer retroceder al rival y 50% de reducir un nivel la Defensa al rival. Alta probabilidad de Golpe Critico.;"CD 14 de causar Retroceso; CD 10 Reducir -1 VIT. Reduce valor critico en 1
/r [[1d20]] + [[1d20]]";CD 14;Fisico;Elegido;0;Contacto (5ft);"Preciso; Retroceso";05 Legend [L];Triple Arrows
M0355;Triple Patada;Lucha;DB;1 cada 2 Rondas;;Destreza;Combate;-1;Golpea 3 veces el mismo turno, con 10, 20 y 30 de poder base respectivamente. Si algun golpe falla, el resto no se ejecutan.;;;Fisico;Elegido;0;Contacto;-;Amateur;Triple Kick
M0356;Ultrapuño;Lucha;DB + 1d4 + 1;1 PP;Reaccion;Destreza;Acrobacias;1;Golpea primero.;Sin Efecto;;Fisico;Elegido;2;Contacto (5ft);"¤; Puño";01 Beginner [B];Mach Punch
M0357;Acupresion;Normal;-;1/Ronda;;Destreza;Naturaleza;-;Aumenta dos niveles un stat al azar del usuario (Ataque, Defensa, Ataque Especial, Defensa Especial, Velocidad, Precision y Evasion).;;;Otros;Usuario;0;-;-;Amateur;Acupressure
M0358;Adaptacion;Normal;-;1/Ronda;;Energia;Naturaleza;-;Este movimiento se convierte en otro movimiento segun el terreno en que tenga lugar la batalla.;;;Otros;Elegido;0;Rango;-;Amateur;Nature Power
M0359;Afilar;Normal;-;1/Ronda;;Destreza;Fabricar;-;Aumenta un nivel el Ataque al usuario.;;;Otros;Usuario;0;-;-;Starter;Sharpen
M0360;Agarre;Normal;DB + 1d6;1 PP;2 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;01 Beginner [B];Vise Grip
M0361;Agarron;Normal;Xd4;2 Rondas;2 Acciones;Fuerza;Combatir;1;El poder del movimiento es mayor cuanto mas PS le quede al rival. El poder base sera: 1 + (PS Actual Rival / PS Maximo Rival) x 120 (max. 121).;El Dmg de este movimiento disminuye en 1d4 por cada punto de PS perdido por el Blanco, iniciando en 5d4;;Fisico;Elegido;0;Contacto (5ft);-;03 Elite [E];Crush Grip
M0362;Aguante;Normal;-;1 cada 2 Rondas;;Vitalidad;Aguante;-;El usuario resiste con vida todo ataque con al menos 1 PS. Su precision se reduce con cada uso consecutivo.;;;Otros;Usuario;5;-;-;Amateur;Endure
M0363;Aguzar;Normal;-;1 PP;2 Acciones;Sabiduria;Percepcion;0;Garantiza que el ataque que realice el usuario el siguiente turno sea Golpe Critico.;El siguiente movimiento realizado siempre realiza Dmg Critico;;Otros;Usuario;0;Propio;-;02 Amateur [A];Laser Focus
M0364;Alboroto;Normal;DB + 2d4;1 cada 2 Rondas;;Destreza;Canalizar;+1;Golpea 3 turnos seguidos, causando un Alboroto que impide que los Pokemon se duerman y despierta a los Pokemon dormidos.;;;Especial;Aleatorio;0;Rango;Sonido;Amateur;Uproar
M0365;Alivio;Normal;-;1/Ronda;;Vitalidad;Aguante;-;Cura al usuario de su Quemadura, Paralisis o Envenenamiento.;;;Otros;Usuario;0;-;-;Begginer;Refresh
M0366;Amago;Normal;DB + 1d4;1 cada 2 Rondas;;Destreza;Acrobacia;+1;Golpea aunque el rival use Proteccion, Deteccion, Vastaguardia o Anticipo ese turno, los cuales se ven anulados.;;;Fisico;Elegido;3;Rango;-;Begginer;Feint
M0367;Antojo;Normal;DB + 1d6 + 1;1/Ronda;2 Acciones;Carisma;Sigilo;+1;Toma el objeto del rival si no tiene nada equipado, incluso aunque el rival caiga debilitado a consecuencia del ataque.;;;Fisico;Elegido;0;Contacto;-;01 Begginer [B];Covet
M0368;Anulacion;Normal;-;1/Ronda;;Sabiduria;Persuacion;+1;El Pokemon rival no puede usar el ultimo movimiento que ha usado de 4 a 7 turnos.;;;Otros;Elegido;0;-;-;Begginer;Disable
M0369;Arañazo;Normal;DB + 1d4 + 1;1 PP;2 Acciones;Destreza;Combatir;1;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);¤;00 Starter [S];Scratch
M0370;Ariete;Normal;DB + 2d6;1 Ronda;2 Acciones;Fuerza;Combatir;1;Provoca un da¤o de retroceso del 25% del da¤o provocado al Pokemon rival.; El Usuario pierde HP equivalente al DB;;Fisico;Elegido;0;Contacto (5ft);Recoil;02 Amateur [A];Head Charge
M0371;As Oculto;Normal;DB + 5d4;1 cada 3 Rondas;;Sabiduria;Aguante;-;Nunca falla. Su poder depende de cuantos PP le resten: Con 5+ PP sera de 40. Con 4 PP sera de 50. Con 3 PP sera de 60. Con 2 PP sera de 80. Con 1 PP sera de 200.;;;Especial;Elegido;0;Contacto;-;Ace;Trump Card
M0372;Atadura;Normal;DB;1 PP;2 Acciones;Destreza;Atletismo;-1;El Pokemon rival permanece atrapado de 4 a 5 turnos, recibiendo un da¤o del 12.5% del PS cada turno.;Bloquea al Blanco. Inflige 1 de Dmg al final de la Ronda;;Fisico;Elegido;0;Contacto (5ft);Prision;00 Starter [S];Bind
M0373;Ataque Furia;Normal;DB;1 Ronda;1 Accion;Destreza;Combatir;0;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Contacto (5ft);Recurrente;02 Amateur [A];Fury Attack
M0374;Ataque Rapido;Normal;DB + 1d4 + 1;1 PP;Reaccion;Destreza;Combatir;1;Golpea primero.;Sin Efecto;;Fisico;Elegido;2;Contacto (5ft);-;02 Amateur [A];Quick Attack
M0375;Atiborramiento;Normal;-;1 cada 2 Rondas;;Carisma;Naturaleza;-;Aumenta dos niveles la Defensa al usuario. El usuario se come la Baya que tenga equipada.;;;Otros;Usuario;0;-;-;Starter;Stuff Cheeks
M0376;Atizar;Normal;DB + 1d8;1 PP;2 Acciones;Destreza;Combatir;-3;Ninguno.;-;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Slam
M0377;Atraccion;Normal;-;1 cada 2 Rondas;;Carisma;Persuacion;+1;Provoca una atraccion al rival del genero contrario.;;;Otros;Elegido;0;-;-;Starter;Attract
M0378;Aullido;Normal;-;2/Ronda;;Carisma;Persuacion;-;Aumenta un nivel el Ataque al usuario y sus aliados.;;;Otros;Usuario;0;-;Sonido;Starter;Howl
M0379;Autodestruccion;Normal;DB + 2d8 + 1;1 cada 3 Rondas;;Energia;Canalizar;+1;El usuario cae debilitado tras usar este movimiento. El movimiento fallara si su objetivo desaparece.;;;Fisico;Area;0;Area;-;Amateur;Self-Destruct
M0380;Autosugestion;Normal;-;1 cada 2 Rondas;;Sabiduria;Empatia;-;Copia los modificadores de stats del Pokemon rival.;;;Otros;Elegido;0;-;-;Amateur;Psych Up
M0381;Autotomia;Normal;-;1 cada 2 Rondas;;Vitalidad;Naturaleza;-;Crea un Sustituto con el 50% del PS maximo del usuario. El Pokemon debe ser intercambiado tras usar este ataque. Permite escapar de trampas y pseudo-trampas.;;;Otros;Aliado;0;-;-;Ace;Shed Tail
M0382;Avivar;Normal;-;1 PP;3 Acciones;Fuerza;Atletismo;0;Aumenta un nivel el Ataque y el Ataque Especial del usuario.;Aumenta +1 ATA y ENE;;Otros;Usuario;0;Propio;-;02 Amateur [A];Work Up
M0383;Ayuda;Normal;-;1/Ronda;;Carisma;Empatia;-;Usa un movimiento al azar de entre los que conocen el resto de miembros de tu equipo que no estan en batalla.;;;Otros;Aliado Aleatorio;0;-;-;Amateur;Assist
M0384;Azote;Normal;Xd4;1 Ronda;2 Acciones;Destreza;Combatir;1;El poder base de este movimiento es mayor cuanto menor el PS restante del usuario.;El Dmg de este movimiento aumenta 1d4 por cada punto de PS perdido del Usuario  (Max 5d4);;Fisico;Elegido;0;Contacto (5ft);Creciente;03 Elite [E];Flail
M0385;Batido;Normal;-;2 Rondas;2 Acciones;Carisma;Cocinar;0;El usuario recupera el 50% de su PS maximo.;El usuario recupera PS equivalente a su Car.;;Otros;Usuario;0;Propio;Curacion;03 Elite [E];Milk Drink
M0386;Beso Amoroso;Normal;-;1 cada 2 Rondas;;Carisma;Persuacion;-3;Provoca Sueño.;;;Otros;Elegido;0;-;-;Ace;Lovely Kiss
M0387;Bloqueo;Normal;-;1 Ronda;2 Acciones;Destreza;Atletismo;0;Impide al rival ser intercambiado, salvo usando Relevo, Ida y Vuelta, Voltiocambio o ultima Palabra, o si tiene Muda Concha o Boton Escape.;Bloquea al Blanco.;;Otros;Elegido;0;Contacto (5ft);Prision;02 Amateur [A];Block
M0388;Bomba Huevo;Normal;DB + 1d6 + 2;1 Ronda;2 Acciones;Destreza;Lanzar;-3;Ninguno.;-;;Fisico;Elegido;0;Lanzar (25 ft);Proyectil;01 Beginner [B];Egg Bomb
M0389;Bomba Sonica;Normal;2;1 PP;2 Acciones;Carisma;Presentar;-1;Causa un da¤o de 20 PS al Pokemon rival.;El movimiento hiere directamente al rival ignorando Defensas, aplica Debilidad o Resistencia;;Especial;Elegido;0;Lanzar (25 ft);-;00 Starter [S];Sonic Boom
M0390;Bombardeo;Normal;DB;1 Ronda;1 Accion;Destreza;Lanzar;0;Golpea de 2 a 5 veces seguidas.;Puede usarse consecutivamente;;Fisico;Elegido;0;Lanzar (25 ft);"Proyectil; Recurrente";02 Amateur [A];Barrage
M0391;Bostezo;Normal;-;1 cada 2 Rondas;;Energia;Persuacion;-;Provoca un bostezo en el rival, que caera dormido el siguiente turno salvo que sea intercambiado.;;;Otros;Elegido;0;-;-;Begginer;Yawn
M0392;Cabezazo;Normal;DB + 2d6;1 Ronda;3 Acciones;Fuerza;Combatir;1;100% de aumentar un nivel la Defensa al usuario el primer turno. Golpea en el segundo turno.;Aumenta 1 la VIT;;Fisico;Elegido;0;Contacto (5ft);-;02 Amateur [A];Skull Bash
M0393;Camaraderia;Normal;-;1/Ronda;;Carisma;Empatia;-;Baja un nivel el Ataque al rival. Golpea aunque el rival use Proteccion, Deteccion o Barrera Espinosa ese turno, los cuales se ven anulados.;;;Otros;Elegido;0;-;-;Starter;Play Nice
M0394;Cambiapoder;Normal;-;1 cada 2 Rondas;;Energia;Empatia;-;El usuario intercambia sus stats de Ataque y Defensa entre si (pero no los modificadores).;;;Otros;Usuario;0;-;-;Amateur;Power Shift
M0395;Cambio de Cancha;Normal;-;1 cada 2 Rondas;;Carisma;Persuacion;+1;Los efectos activos en el campo de cada bando cambian de lado.;;;Otros;Campo;0;-;-;Ace;Court Change
M0396;Camuflaje;Normal;-;1/Ronda;;Energia;Naturaleza;-;Cambia el tipo del Pokemon en funcion del terreno de batalla.;;;Otros;Usuario;0;-;-;Begginer;Camouflage
M0397;Canon;Normal;DB + 1d6 + 1;1 cada 2 Rondas;;Energia;Artes;+1;El poder base del movimiento se dobla si un compañero ya lo ha usado en el mismo turno.;;;Especial;Elegido;0;Rango;Sonido;Begginer;Round
M0398;Canto;Normal;-;1 cada 2 Rondas;;Carisma;Artes;-4;Provoca Sueño.;;;Otros;Elegido;0;-;Sonido;Begginer;Sing
M0399;Canto Arcaico;Normal;DB + 1d8;1 Ronda;2 Acciones;Energia;Presentar;1;10% de dormir al rival.;"CD 18 de dormir al rival
/r [[1d20]]";CD 18;Especial;Oponentes;0;Area (10ft);Sonido;05 Legend [L];Relic Song
M0400;Canto Mortal;Normal;-;1 cada 3 Rondas;;Carisma;Artes;-;Todos los Pokemon en batalla al producirse este ataque caeran debilitados al cabo de tres turnos salvo que sean intercambiados (sin Relevo).;;;Otros;Area;0;-;Sonido;Ace;Perish Song
M0401;Cara Susto;Normal;-;1 Ronda;2 Acciones;Carisma;Etiqueta;1;Baja dos niveles la Velocidad al rival.;Reduce -2 DES;;Otros;Elegido;0;-;-;01 Beginner [B];Scary Face
M0402;Cascabel Cura;Normal;-;1 cada 3 Rondas;;Energia;Artes;-;Cura cualquier problema de estado de cualquier miembro de tu equipo.;;;Otros;Equipo;0;-;Sonido;Amateur;Heal Bell
M0403;Cede Paso;Normal;-;1 cada 2 Rondas;;Carisma;Persuacion;-;Siempre que el Pokemon objetivo haya elegido un ataque sin daño directo, el usuario le obliga a ejecutarlo despues de el.;;;Otros;Aliado;0;-;-;Begginer;After You
